county_fips,state,county,status,source,established
21215,KY,Spencer County,Established,ArboNET Data,True
21217,KY,Taylor County,Established,Literature,True
21219,KY,Todd County,Established,ArboNET Data,True
21221,KY,Trigg County,Established,Literature,True
21223,KY,Trimble County,Established,ArboNET Data,True
21225,KY,Union County,Established,ArboNET Data,True
21227,KY,Warren County,Established,Literature,True
21229,KY,Washington County,Established,ArboNET Data,True
21231,KY,Wayne County,No records,,False
21233,KY,Webster County,Established,Literature,True
21235,KY,Whitley County,Established,Literature,True
21237,KY,Wolfe County,Established,Literature,True
21239,KY,Woodford County,Established,ArboNET Data,True
22001,LA,Acadia Parish,No records,,False
22003,LA,Allen Parish,No records,,False
22005,LA,Ascension Parish,No records,,False
22007,LA,Assumption Parish,No records,,False
22009,LA,Avoyelles Parish,Established,Literature,True
22011,LA,Beauregard Parish,No records,,False
22013,LA,Bienville Parish,Reported,Literature,False
22015,LA,Bossier Parish,Established,Literature,True
22017,LA,Caddo Parish,No records,,False
22019,LA,Calcasieu Parish,Established,ArboNET Data,True
22021,LA,Caldwell Parish,Established,Literature,True
22023,LA,Cameron Parish,Reported,Literature,False
22025,LA,Catahoula Parish,No records,,False
22027,LA,Claiborne Parish,Established,Literature,True
22029,LA,Concordia Parish,Established,Literature,True
22031,LA,DeSoto Parish,Established,Literature,True
22033,LA,EastBatonRouge Parish,Established,Literature,True
22035,LA,EastCarroll Parish,Established,Literature,True
22037,LA,EastFeliciana Parish,No records,,False
22039,LA,Evangeline Parish,Established,Literature,True
22041,LA,Franklin Parish,Reported,Literature,False
22043,LA,Grant Parish,Reported,Literature,False
22045,LA,Iberia Parish,No records,,False
22047,LA,Iberville Parish,No records,,False
22049,LA,Jackson Parish,Reported,Literature,False
22051,LA,Jefferson Parish,No records,,False
22053,LA,JeffersonDavis Parish,No records,,False
22055,LA,Lafayette Parish,No records,,False
22057,LA,Lafourche Parish,Reported,Literature,False
22059,LA,LaSalle Parish,No records,,False
22061,LA,Lincoln Parish,Reported,Literature,False
22063,LA,Livingston Parish,No records,,False
22065,LA,Madison Parish,Established,Literature,True
22067,LA,Morehouse Parish,No records,,False
22069,LA,Natchitoches Parish,Reported,Literature,False
22071,LA,Orleans Parish,Established,Literature,True
22073,LA,Ouachita Parish,Established,ArboNET Data,True
22075,LA,Plaquemines Parish,Reported,Literature,False
22077,LA,PointeCoupee Parish,Reported,Literature,False
22079,LA,Rapides Parish,Established,Literature,True
22081,LA,RedRiver Parish,No records,,False
22083,LA,Richland Parish,No records,,False
22085,LA,Sabine Parish,Established,Literature,True
22087,LA,St.Bernard Parish,No records,,False
22089,LA,St.Charles Parish,No records,,False
22091,LA,St.Helena Parish,No records,,False
22093,LA,St.James Parish,No records,,False
22095,LA,St.JohntheBaptist Parish,No records,,False
22097,LA,St.Landry Parish,No records,,False
22099,LA,St.Martin Parish,No records,,False
22101,LA,St.Mary Parish,No records,,False
22103,LA,St.Tammany Parish,Reported,Literature,False
22105,LA,Tangipahoa Parish,No records,,False
22107,LA,Tensas Parish,Reported,Literature,False
22109,LA,Terrebonne Parish,Reported,Literature,False
22111,LA,Union Parish,Established,Literature,True
22113,LA,Vermilion Parish,No records,,False
22115,LA,Vernon Parish,Established,Literature,True
22117,LA,Washington Parish,No records,,False
22119,LA,Webster Parish,No records,,False
22121,LA,WestBatonRouge Parish,No records,,False
22123,LA,WestCarroll Parish,No records,,False
22125,LA,WestFeliciana Parish,Established,Literature,True
22127,LA,Winn Parish,Established,Literature,True
25001,MA,Barnstable County,Reported,Literature,False
25003,MA,Berkshire County,No records,,False
25005,MA,Bristol County,No records,,False
25007,MA,Dukes County,Established,Literature,True
25009,MA,Essex County,No records,,False
25011,MA,Franklin County,No records,,False
25013,MA,Hampden County,No records,,False
25015,MA,Hampshire County,No records,,False
25017,MA,Middlesex County,Reported,Literature,False
25019,MA,Nantucket County,Reported,Literature,False
25021,MA,Norfolk County,No records,,False
25023,MA,Plymouth County,No records,,False
25025,MA,Suffolk County,No records,,False
25027,MA,Worcester County,Reported,Literature,False
24001,MD,Allegany County,No records,,False
24003,MD,Anne Arundel County,Established,Literature,True
24005,MD,Baltimore County,Established,Literature,True
24510,MD,Baltimore City County,Reported,Literature,False
24009,MD,Calvert County,Established,Literature,True
24011,MD,Caroline County,Established,Literature,True
24013,MD,Carroll County,Reported,Literature,False
24015,MD,Cecil County,Established,Literature,True
24017,MD,Charles County,Established,Literature,True
24019,MD,Dorchester County,Established,Literature,True
24021,MD,Frederick County,Established,Literature,True
24023,MD,Garrett County,No records,,False
24025,MD,Harford County,Established,Literature,True
24027,MD,Howard County,Established,ArboNET Data,True
24029,MD,Kent County,Established,Literature,True
24031,MD,Montgomery County,Established,Literature,True
24033,MD,Prince George’s County,Established,Literature,True
24035,MD,Queen Anne's County,Established,Literature,True
24039,MD,Somerset County,Established,Literature,True
24037,MD,St Mary's County,Established,Literature,True
24041,MD,Talbot County,Reported,Literature,False
24043,MD,Washington County,Reported,Literature,False
24045,MD,Wicomico County,Established,Literature,True
24047,MD,Worcester County,Established,Literature,True
23001,ME,Androscoggin County,Reported,Literature,False
23003,ME,Aroostook County,No records,,False
23005,ME,Cumberland County,Reported,Literature,False
23007,ME,Franklin County,Reported,Literature,False
23009,ME,Hancock County,Reported,Literature,False
23011,ME,Kennebec County,Reported,Literature,False
23013,ME,Knox County,Reported,Literature,False
23015,ME,Lincoln County,Reported,Literature,False
23017,ME,Oxford County,Reported,Literature,False
23019,ME,Penobscot County,Reported,Literature,False
23021,ME,Piscataquis County,No records,,False
23023,ME,Sagadahoc County,Reported,Literature,False
23025,ME,Somerset County,No records,,False
23027,ME,Waldo County,Reported,ArboNET Data,False
23029,ME,Washington County,No records,,False
23031,ME,York County,Reported,Literature,False
26001,MI,Alcona County,No records,,False
26003,MI,Alger County,No records,,False
26005,MI,Allegan County,Reported,Literature,False
26007,MI,Alpena County,Reported,Literature,False
26009,MI,Antrim County,No records,,False
26011,MI,Arenac County,No records,,False
26013,MI,Baraga County,No records,,False
26015,MI,Barry County,Reported,Literature,False
26017,MI,Bay County,Reported,Literature,False
26019,MI,Benzie County,No records,,False
26021,MI,Berrien County,Established,ArboNET Data,True
26023,MI,Branch County,Reported,Literature,False
26025,MI,Calhoun County,Reported,Literature,False
26027,MI,Cass County,No records,,False
26029,MI,Charlevoix County,No records,,False
26031,MI,Cheboygan County,No records,,False
26033,MI,Chippewa County,Reported,Literature,False
26035,MI,Clare County,Reported,Literature,False
26037,MI,Clinton County,Reported,Literature,False
26039,MI,Crawford County,Reported,Literature,False
26041,MI,Delta County,Reported,Literature,False
26043,MI,Dickinson County,No records,,False
26045,MI,Eaton County,No records,,False
26047,MI,Emmet County,Reported,Literature,False
26049,MI,Genesee County,Reported,Literature,False
26051,MI,Gladwin County,No records,,False
26053,MI,Gogebic County,No records,,False
26055,MI,Grand Traverse County,Reported,Literature,False
26057,MI,Gratiot County,No records,,False
26059,MI,Hillsdale County,No records,,False
26061,MI,Houghton County,No records,,False
26063,MI,Huron County,Reported,Literature,False
26065,MI,Ingham County,Established,Literature,True
26067,MI,Ionia County,No records,,False
26069,MI,Iosco County,Reported,Literature,False
26071,MI,Iron County,No records,,False
26073,MI,Isabella County,Reported,Literature,False
26075,MI,Jackson County,Reported,Literature,False
26077,MI,Kalamazoo County,Reported,Literature,False
26079,MI,Kalkaska County,No records,,False
26081,MI,Kent County,Reported,Literature,False
26083,MI,Keweenaw County,No records,,False
26085,MI,Lake County,No records,,False
26087,MI,Lapeer County,Reported,Literature,False
26089,MI,Leelanau County,No records,,False
26091,MI,Lenawee County,Reported,Literature,False
26093,MI,Livingston County,Reported,Literature,False
26095,MI,Luce County,No records,,False
26097,MI,Mackinac County,No records,,False
26099,MI,Macomb County,Reported,Literature,False
26101,MI,Manistee County,No records,,False
26103,MI,Marquette County,Reported,Literature,False
26105,MI,Mason County,Reported,Literature,False
26107,MI,Mecosta County,No records,,False
26109,MI,Menominee County,No records,,False
26111,MI,Midland County,Reported,Literature,False
26113,MI,Missaukee County,No records,,False
26115,MI,Monroe County,Reported,Literature,False
26117,MI,Montcalm County,No records,,False
26119,MI,Montmorency County,No records,,False
26121,MI,Muskegon County,Established,Literature,True
26123,MI,Newaygo County,Reported,Literature,False
26125,MI,Oakland County,Established,Literature,True
26127,MI,Oceana County,Reported,Literature,False
26129,MI,Ogemaw County,No records,,False
26131,MI,Ontonagon County,Reported,Literature,False
26133,MI,Osceola County,No records,,False
26135,MI,Oscoda County,No records,,False
26137,MI,Otsego County,No records,,False
26139,MI,Ottawa County,Reported,Literature,False
26141,MI,Presque Isle County,Established,Literature,True
26143,MI,Roscommon County,No records,,False
26145,MI,Saginaw County,Reported,Literature,False
26151,MI,Sanilac County,Reported,Literature,False
26153,MI,Schoolcraft County,No records,,False
26155,MI,Shiawassee County,Reported,Literature,False
26147,MI,St Clair County,No records,,False
26149,MI,St Joseph County,No records,,False
26157,MI,Tuscola County,Reported,Literature,False
26159,MI,Van Buren County,Reported,Literature,False
26161,MI,Washtenaw County,Reported,Literature,False
26163,MI,Wayne County,Reported,Literature,False
26165,MI,Wexford County,No records,,False
27001,MN,Aitkin County,No records,,False
27003,MN,Anoka County,No records,,False
27005,MN,Becker County,No records,,False
27007,MN,Beltrami County,No records,,False
27009,MN,Benton County,No records,,False
27011,MN,Big Stone County,No records,,False
27013,MN,Blue Earth County,No records,,False
27015,MN,Brown County,No records,,False
27017,MN,Carlton County,No records,,False
27019,MN,Carver County,No records,,False
27021,MN,Cass County,No records,,False
27023,MN,Chippewa County,No records,,False
27025,MN,Chisago County,No records,,False
27027,MN,Clay County,No records,,False
27029,MN,Clearwater County,No records,,False
27031,MN,Cook County,No records,,False
27033,MN,Cottonwood County,No records,,False
27035,MN,CrowWing County,No records,,False
27037,MN,Dakota County,No records,,False
27039,MN,Dodge County,No records,,False
27041,MN,Douglas County,No records,,False
27043,MN,Faribault County,No records,,False
27045,MN,Fillmore County,No records,,False
27047,MN,Freeborn County,No records,,False
27049,MN,Goodhue County,No records,,False
27051,MN,Grant County,No records,,False
27053,MN,Hennepin County,No records,,False
27055,MN,Houston County,No records,,False
27057,MN,Hubbard County,No records,,False
27059,MN,Isanti County,No records,,False
27061,MN,Itasca County,No records,,False
27063,MN,Jackson County,No records,,False
27065,MN,Kanabec County,No records,,False
27067,MN,Kandiyohi County,No records,,False
27069,MN,Kittson County,No records,,False
27071,MN,Koochiching County,No records,,False
27073,MN,LacquiParle County,No records,,False
27075,MN,Lake County,No records,,False
27077,MN,LakeoftheWoods County,No records,,False
27079,MN,LeSueur County,No records,,False
27081,MN,Lincoln County,No records,,False
27083,MN,Lyon County,No records,,False
27087,MN,Mahnomen County,No records,,False
27089,MN,Marshall County,No records,,False
27091,MN,Martin County,No records,,False
27085,MN,McLeod County,No records,,False
27093,MN,Meeker County,No records,,False
27095,MN,MilleLacs County,No records,,False
27097,MN,Morrison County,No records,,False
27099,MN,Mower County,No records,,False
27101,MN,Murray County,No records,,False
27103,MN,Nicollet County,No records,,False
27105,MN,Nobles County,No records,,False
27107,MN,Norman County,No records,,False
27109,MN,Olmsted County,Reported,ArboNET Data,False
27111,MN,OtterTail County,No records,,False
27113,MN,Pennington County,No records,,False
27115,MN,Pine County,No records,,False
27117,MN,Pipestone County,No records,,False
27119,MN,Polk County,No records,,False
27121,MN,Pope County,No records,,False
27123,MN,Ramsey County,No records,,False
27125,MN,RedLake County,No records,,False
27127,MN,Redwood County,No records,,False
27129,MN,Renville County,No records,,False
27131,MN,Rice County,No records,,False
27133,MN,Rock County,No records,,False
27135,MN,Roseau County,No records,,False
27139,MN,Scott County,No records,,False
27141,MN,Sherburne County,No records,,False
27143,MN,Sibley County,No records,,False
27137,MN,St. Louis County,No records,,False
27145,MN,Stearns County,No records,,False
27147,MN,Steele County,No records,,False
27149,MN,Stevens County,No records,,False
27151,MN,Swift County,No records,,False
27153,MN,Todd County,No records,,False
27155,MN,Traverse County,No records,,False
27157,MN,Wabasha County,No records,,False
27159,MN,Wadena County,No records,,False
27161,MN,Waseca County,No records,,False
27163,MN,Washington County,Reported,ArboNET Data,False
27165,MN,Watonwan County,No records,,False
27167,MN,Wilkin County,No records,,False
27169,MN,Winona County,Reported,Literature,False
27171,MN,Wright County,No records,,False
27173,MN,YellowMedicine County,No records,,False
29001,MO,Adair County,Established,Literature,True
29003,MO,Andrew County,Established,Literature,True
29005,MO,Atchison County,No records,,False
29007,MO,Audrain County,No records,,False
29009,MO,Barry County,Established,Literature,True
29011,MO,Barton County,Reported,Literature,False
29013,MO,Bates County,Reported,Literature,False
29015,MO,Benton County,Established,ArboNET Data,True
29017,MO,Bollinger County,Established,Literature,True
29019,MO,Boone County,Established,Literature,True
29021,MO,Buchanan County,No records,,False
29023,MO,Butler County,Established,Literature,True
29025,MO,Caldwell County,Established,ArboNET Data,True
29027,MO,Callaway County,Reported,Literature,False
29029,MO,Camden County,Established,Literature,True
29031,MO,Cape Girardeau County,Reported,Literature,False
29033,MO,Carroll County,Established,ArboNET Data,True
29035,MO,Carter County,Established,Literature,True
29037,MO,Cass County,Reported,Literature,False
29039,MO,Cedar County,Established,ArboNET Data,True
29041,MO,Chariton County,Reported,Literature,False
29043,MO,Christian County,Established,Literature,True
29045,MO,Clark County,No records,,False
29047,MO,Clay County,Established,Literature,True
29049,MO,Clinton County,No records,,False
29051,MO,Cole County,Reported,Literature,False
29053,MO,Cooper County,Established,Literature,True
29055,MO,Crawford County,Reported,Literature,False
29057,MO,Dade County,Established,Literature,True
29059,MO,Dallas County,Established,Literature,True
29061,MO,Daviess County,No records,,False
29063,MO,DeKalb County,No records,,False
29065,MO,Dent County,Established,Literature,True
29067,MO,Douglas County,Established,ArboNET Data,True
29069,MO,Dunklin County,No records,,False
29071,MO,Franklin County,Established,Literature,True
29073,MO,Gasconade County,Established,Literature,True
29075,MO,Gentry County,Established,Literature,True
29077,MO,Greene County,Established,Literature,True
29079,MO,Grundy County,No records,,False
29081,MO,Harrison County,No records,,False
29083,MO,Henry County,Established,Literature,True
29085,MO,Hickory County,Established,Literature,True
29087,MO,Holt County,Established,Literature,True
29089,MO,Howard County,Reported,Literature,False
29091,MO,Howell County,Reported,Literature,False
29093,MO,Iron County,Established,Literature,True
29095,MO,Jackson County,Established,Literature,True
29097,MO,Jasper County,Reported,Literature,False
29099,MO,Jefferson County,Established,Literature,True
29101,MO,Johnson County,Established,Literature,True
29103,MO,Knox County,No records,,False
29105,MO,Laclede County,Established,ArboNET Data,True
29107,MO,Lafayette County,Established,Literature,True
29109,MO,Lawrence County,Established,Literature,True
29111,MO,Lewis County,No records,,False
29113,MO,Lincoln County,Established,Literature,True
29115,MO,Linn County,Established,ArboNET Data,True
29117,MO,Livingston County,No records,,False
29121,MO,Macon County,Reported,Literature,False
29123,MO,Madison County,Established,Literature,True
29125,MO,Maries County,No records,,False
29127,MO,Marion County,Established,Literature,True
29119,MO,McDonald County,Established,Literature,True
29129,MO,Mercer County,No records,,False
29131,MO,Miller County,Established,ArboNET Data,True
29133,MO,Mississippi County,No records,,False
29135,MO,Moniteau County,No records,,False
29137,MO,Monroe County,Established,Literature,True
29139,MO,Montgomery County,No records,,False
29141,MO,Morgan County,Reported,Literature,False
29143,MO,NewMadrid County,No records,,False
29145,MO,Newton County,Established,Literature,True
29147,MO,Nodaway County,Established,Literature,True
29149,MO,Oregon County,No records,,False
29151,MO,Osage County,No records,,False
29153,MO,Ozark County,Established,Literature,True
29155,MO,Pemiscot County,No records,,False
29157,MO,Perry County,Reported,Literature,False
29159,MO,Pettis County,No records,,False
29161,MO,Phelps County,Established,Literature,True
29163,MO,Pike County,No records,,False
29165,MO,Platte County,Reported,Literature,False
29167,MO,Polk County,Established,Literature,True
29169,MO,Pulaski County,Established,Literature,True
29171,MO,Putnam County,No records,,False
29173,MO,Ralls County,Reported,Literature,False
29175,MO,Randolph County,No records,,False
29177,MO,Ray County,No records,,False
29179,MO,Reynolds County,Established,Literature,True
29181,MO,Ripley County,Established,Literature,True
29195,MO,Saline County,Established,ArboNET Data,True
29197,MO,Schuyler County,No records,,False
29199,MO,Scotland County,No records,,False
29201,MO,Scott County,Reported,Literature,False
29203,MO,Shannon County,Established,Literature,True
29205,MO,Shelby County,No records,,False
29183,MO,St Charles County,Established,Literature,True
29185,MO,St Clair County,Established,Literature,True
29187,MO,St Francois County,Reported,Literature,False
29189,MO,St Louis County,Established,Literature,True
29510,MO,St. Louiscity County,Reported,Literature,False
29186,MO,Ste Genevieve County,Reported,Literature,False
29207,MO,Stoddard County,Established,Literature,True
29209,MO,Stone County,Established,Literature,True
29211,MO,Sullivan County,No records,,False
29213,MO,Taney County,Established,Literature,True
29215,MO,Texas County,Reported,Literature,False
29217,MO,Vernon County,Established,Literature,True
29219,MO,Warren County,Established,Literature,True
29221,MO,Washington County,Established,Literature,True
29223,MO,Wayne County,Established,Literature,True
29225,MO,Webster County,Established,Literature,True
29227,MO,Worth County,Established,Literature,True
29229,MO,Wright County,Established,ArboNET Data,True
28001,MS,Adams County,Established,ArboNET Data,True
28003,MS,Alcorn County,Established,ArboNET Data,True
28005,MS,Amite County,Reported,Literature,False
28007,MS,Attala County,Established,Literature,True
28009,MS,Benton County,Reported,Literature,False
28011,MS,Bolivar County,Established,Literature,True
28013,MS,Calhoun County,Reported,Literature,False
28015,MS,Carroll County,Established,ArboNET Data,True
28017,MS,Chickasaw County,Established,Literature,True
28019,MS,Choctaw County,Established,Literature,True
28021,MS,Claiborne County,Established,Literature,True
28023,MS,Clarke County,Established,Literature,True
28025,MS,Clay County,Established,ArboNET Data,True
28027,MS,Coahoma County,Reported,ArboNET Data,False
28029,MS,Copiah County,Established,Literature,True
28031,MS,Covington County,Reported,Literature,False
28033,MS,DeSoto County,Reported,Literature,False
28035,MS,Forrest County,Established,ArboNET Data,True
28037,MS,Franklin County,Reported,Literature,False
28039,MS,George County,Established,ArboNET Data,True
28041,MS,Greene County,Reported,Literature,False
28043,MS,Grenada County,Established,Literature,True
28045,MS,Hancock County,Reported,Literature,False
28047,MS,Harrison County,Reported,Literature,False
28049,MS,Hinds County,Established,Literature,True
28051,MS,Holmes County,Established,Literature,True
28053,MS,Humphreys County,Established,ArboNET Data,True
28055,MS,Issaquena County,Reported,ArboNET Data,False
28057,MS,Itawamba County,Established,Literature,True
28059,MS,Jackson County,Established,Literature,True
28061,MS,Jasper County,Reported,Literature,False
28063,MS,Jefferson County,Established,Literature,True
28065,MS,Jefferson Davis County,Reported,Literature,False
28067,MS,Jones County,Established,Literature,True
28069,MS,Kemper County,Established,Literature,True
28071,MS,Lafayette County,Established,Literature,True
28073,MS,Lamar County,Reported,Literature,False
28075,MS,Lauderdale County,Established,ArboNET Data,True
28077,MS,Lawrence County,Reported,Literature,False
28079,MS,Leake County,Established,Literature,True
28081,MS,Lee County,Reported,Literature,False
28083,MS,Leflore County,Established,ArboNET Data,True
28085,MS,Lincoln County,Established,ArboNET Data,True
28087,MS,Lowndes County,Established,Literature,True
28089,MS,Madison County,Established,ArboNET Data,True
28091,MS,Marion County,Reported,Literature,False
28093,MS,Marshall County,Established,Literature,True
28095,MS,Monroe County,Established,Literature,True
28097,MS,Montgomery County,No records,,False
28099,MS,Neshoba County,Established,Literature,True
28101,MS,Newton County,Established,Literature,True
28103,MS,Noxubee County,Established,Literature,True
28105,MS,Oktibbeha County,Established,Literature,True
28107,MS,Panola County,Established,ArboNET Data,True
28109,MS,Pearl River County,Established,ArboNET Data,True
28111,MS,Perry County,Established,Literature,True
28113,MS,Pike County,Established,Literature,True
28115,MS,Pontotoc County,Reported,ArboNET Data,False
28117,MS,Prentiss County,Reported,Literature,False
28119,MS,Quitman County,Established,ArboNET Data,True
28121,MS,Rankin County,Established,ArboNET Data,True
28123,MS,Scott County,Established,ArboNET Data,True
28125,MS,Sharkey County,Reported,ArboNET Data,False
28127,MS,Simpson County,Established,ArboNET Data,True
28129,MS,Smith County,Established,Literature,True
28131,MS,Stone County,Established,ArboNET Data,True
28133,MS,Sunflower County,Reported,ArboNET Data,False
28135,MS,Tallahatchie County,Reported,Literature,False
28137,MS,Tate County,Established,Literature,True
28139,MS,Tippah County,Established,ArboNET Data,True
28141,MS,Tishomingo County,Established,Literature,True
28143,MS,Tunica County,Established,ArboNET Data,True
28145,MS,Union County,Established,ArboNET Data,True
28147,MS,Walthall County,Reported,Literature,False
28149,MS,Warren County,Established,Literature,True
28151,MS,Washington County,Established,ArboNET Data,True
28153,MS,Wayne County,Established,Literature,True
28155,MS,Webster County,Established,Literature,True
28157,MS,Wilkinson County,Established,Literature,True
28159,MS,Winston County,Established,Literature,True
28161,MS,Yalobusha County,Established,Literature,True
28163,MS,Yazoo County,Established,Literature,True
30001,MT,Beaverhead County,No records,,False
30003,MT,Big Horn County,No records,,False
30005,MT,Blaine County,No records,,False
30007,MT,Broadwater County,No records,,False
30009,MT,Carbon County,No records,,False
30011,MT,Carter County,No records,,False
30013,MT,Cascade County,No records,,False
30015,MT,Chouteau County,No records,,False
30017,MT,Custer County,No records,,False
30019,MT,Daniels County,No records,,False
30021,MT,Dawson County,No records,,False
30023,MT,DeerLodge County,No records,,False
30025,MT,Fallon County,No records,,False
30027,MT,Fergus County,No records,,False
30029,MT,Flathead County,No records,,False
30031,MT,Gallatin County,No records,,False
30033,MT,Garfield County,No records,,False
30035,MT,Glacier County,No records,,False
30037,MT,GoldenValley County,No records,,False
30039,MT,Granite County,No records,,False
30041,MT,Hill County,No records,,False
30043,MT,Jefferson County,No records,,False
30045,MT,JudithBasin County,No records,,False
30047,MT,Lake County,No records,,False
30049,MT,LewisandClark County,No records,,False
30051,MT,Liberty County,No records,,False
30053,MT,Lincoln County,No records,,False
30057,MT,Madison County,No records,,False
30055,MT,McCone County,No records,,False
30059,MT,Meagher County,No records,,False
30061,MT,Mineral County,No records,,False
30063,MT,Missoula County,No records,,False
30065,MT,Musselshell County,No records,,False
30067,MT,Park County,No records,,False
30069,MT,Petroleum County,No records,,False
30071,MT,Phillips County,No records,,False
30073,MT,Pondera County,No records,,False
30075,MT,PowderRiver County,No records,,False
30077,MT,Powell County,No records,,False
30079,MT,Prairie County,No records,,False
30081,MT,Ravalli County,No records,,False
30083,MT,Richland County,No records,,False
30085,MT,Roosevelt County,No records,,False
30087,MT,Rosebud County,No records,,False
30089,MT,Sanders County,No records,,False
30091,MT,Sheridan County,No records,,False
30093,MT,SilverBow County,No records,,False
30095,MT,Stillwater County,No records,,False
30097,MT,SweetGrass County,No records,,False
30099,MT,Teton County,No records,,False
30101,MT,Toole County,No records,,False
30103,MT,Treasure County,No records,,False
30105,MT,Valley County,No records,,False
30107,MT,Wheatland County,No records,,False
30109,MT,Wibaux County,No records,,False
30111,MT,Yellowstone County,No records,,False
37001,NC,Alamance County,Established,Literature,True
37003,NC,Alexander County,Established,ArboNET Data,True
37005,NC,Alleghany County,No records,,False
37007,NC,Anson County,Established,ArboNET Data,True
37009,NC,Ashe County,No records,,False
37011,NC,Avery County,No records,,False
37013,NC,Beaufort County,Established,Literature,True
37015,NC,Bertie County,Established,Literature,True
37017,NC,Bladen County,Established,ArboNET Data,True
37019,NC,Brunswick County,Established,Literature,True
37021,NC,Buncombe County,No records,,False
37023,NC,Burke County,Established,ArboNET Data,True
37025,NC,Cabarrus County,No records,,False
37027,NC,Caldwell County,Established,ArboNET Data,True
37029,NC,Camden County,No records,,False
37031,NC,Carteret County,Reported,Literature,False
37033,NC,Caswell County,Reported,Literature,False
37035,NC,Catawba County,No records,,False
37037,NC,Chatham County,Established,Literature,True
37039,NC,Cherokee County,Reported,Literature,False
37041,NC,Chowan County,Established,Literature,True
37043,NC,Clay County,No records,,False
37045,NC,Cleveland County,No records,,False
37047,NC,Columbus County,Established,Literature,True
37049,NC,Craven County,Established,Literature,True
37051,NC,Cumberland County,Established,Literature,True
37053,NC,Currituck County,Established,Literature,True
37055,NC,Dare County,Established,Literature,True
37057,NC,Davidson County,Reported,Literature,False
37059,NC,Davie County,No records,,False
37061,NC,Duplin County,Reported,Literature,False
37063,NC,Durham County,Established,Literature,True
37065,NC,Edgecombe County,Reported,Literature,False
37067,NC,Forsyth County,Established,ArboNET Data,True
37069,NC,Franklin County,Established,Literature,True
37071,NC,Gaston County,No records,,False
37073,NC,Gates County,Established,ArboNET Data,True
37075,NC,Graham County,No records,,False
37077,NC,Granville County,Established,Literature,True
37079,NC,Greene County,Reported,Literature,False
37081,NC,Guilford County,Established,Literature,True
37083,NC,Halifax County,Reported,Literature,False
37085,NC,Harnett County,Established,Literature,True
37087,NC,Haywood County,Reported,Literature,False
37089,NC,Henderson County,Reported,Literature,False
37091,NC,Hertford County,Reported,Literature,False
37093,NC,Hoke County,Established,Literature,True
37095,NC,Hyde County,Established,Literature,True
37097,NC,Iredell County,Established,ArboNET Data,True
37099,NC,Jackson County,No records,,False
37101,NC,Johnston County,Reported,ArboNET Data,False
37103,NC,Jones County,Established,Literature,True
37105,NC,Lee County,Established,Literature,True
37107,NC,Lenoir County,Reported,Literature,False
37109,NC,Lincoln County,No records,,False
37113,NC,Macon County,No records,,False
37115,NC,Madison County,No records,,False
37117,NC,Martin County,Established,Literature,True
37111,NC,McDowell County,No records,,False
37119,NC,Mecklenburg County,Established,ArboNET Data,True
37121,NC,Mitchell County,No records,,False
37123,NC,Montgomery County,Reported,Literature,False
37125,NC,Moore County,Established,Literature,True
37127,NC,Nash County,Reported,Literature,False
37129,NC,New Hanover County,Established,Literature,True
37131,NC,Northampton County,Established,Literature,True
37133,NC,Onslow County,Established,Literature,True
37135,NC,Orange County,Reported,Literature,False
37137,NC,Pamlico County,Reported,Literature,False
37139,NC,Pasquotank County,Established,Literature,True
37141,NC,Pender County,Established,Literature,True
37143,NC,Perquimans County,Established,ArboNET Data,True
37145,NC,Person County,No records,,False
37147,NC,Pitt County,Reported,Literature,False
37149,NC,Polk County,No records,,False
37151,NC,Randolph County,Established,Literature,True
37153,NC,Richmond County,No records,,False
37155,NC,Robeson County,Established,Literature,True
37157,NC,Rockingham County,No records,,False
37159,NC,Rowan County,No records,,False
37161,NC,Rutherford County,Established,ArboNET Data,True
37163,NC,Sampson County,Established,Literature,True
37165,NC,Scotland County,No records,,False
37167,NC,Stanly County,Established,Literature,True
37169,NC,Stokes County,No records,,False
37171,NC,Surry County,Established,ArboNET Data,True
37173,NC,Swain County,Established,Literature,True
37175,NC,Transylvania County,No records,,False
37177,NC,Tyrrell County,Reported,Literature,False
37179,NC,Union County,Reported,Literature,False
37181,NC,Vance County,Established,ArboNET Data,True
37183,NC,Wake County,Established,Literature,True
37185,NC,Warren County,Reported,Literature,False
37187,NC,Washington County,Established,Literature,True
37189,NC,Watauga County,No records,,False
37191,NC,Wayne County,Established,ArboNET Data,True
37193,NC,Wilkes County,Reported,Literature,False
37195,NC,Wilson County,No records,,False
37197,NC,Yadkin County,Reported,ArboNET Data,False
37199,NC,Yancey County,No records,,False
38001,ND,Adams County,No records,,False
38003,ND,Barnes County,No records,,False
38005,ND,Benson County,No records,,False
38007,ND,Billings County,No records,,False
38009,ND,Bottineau County,No records,,False
38011,ND,Bowman County,No records,,False
38013,ND,Burke County,No records,,False
38015,ND,Burleigh County,No records,,False
38017,ND,Cass County,No records,,False
38019,ND,Cavalier County,No records,,False
38021,ND,Dickey County,No records,,False
38023,ND,Divide County,No records,,False
38025,ND,Dunn County,No records,,False
38027,ND,Eddy County,No records,,False
38029,ND,Emmons County,No records,,False
38031,ND,Foster County,No records,,False
38033,ND,Golden Valley County,No records,,False
38035,ND,Grand Forks County,No records,,False
38037,ND,Grant County,No records,,False
38039,ND,Griggs County,No records,,False
38041,ND,Hettinger County,No records,,False
38043,ND,Kidder County,No records,,False
38045,ND,LaMoure County,No records,,False
